ch1_zc,ch1_ssc,ch1_mav,ch1_wl,ch1_rms,ch1_var,ch2_zc,ch2_ssc,ch2_mav,ch2_wl,ch2_rms,ch2_var,ch3_zc,ch3_ssc,ch3_mav,ch3_wl,ch3_rms,ch3_var,label
25,92,0.003361,0.26163200000000003,0.004255,1.8e-5,36,105,0.002106,0.241752,0.002704,7.000000000000001e-6,27,69,0.006014,0.416426,0.007926,6.3e-5,1
84,185,3.44e-4,0.10376300000000001,4.2699999999999997e-4,0,82,187,5.76e-4,0.141789,7.23e-4,1e-6,112,197,3.81e-4,0.138468,4.79e-4,0,0
34,157,0.0011480000000000001,0.175727,0.001356,2e-6,78,180,5.44e-4,0.135709,6.74e-4,0,98,193,3.99e-4,0.128631,4.980000000000001e-4,0,0
42,120,0.0019219999999999999,0.216365,0.002462,6e-6,23,100,0.004593,0.39805,0.005821,3.4e-5,25,89,0.00466,0.405725,0.0059759999999999995,3.6e-5,6
21,45,0.027256,1.450666,0.039708999999999994,0.001577,20,74,0.011358,0.9583889999999999,0.014533,2.1099999999999998e-4,22,72,0.022096,1.766443,0.028361,8.01e-4,1
91,184,4.62e-4,0.118835,6.04e-4,0,70,178,6.46e-4,0.128768,8.17e-4,1e-6,83,177,5.099999999999999e-4,0.12747999999999998,6.42e-4,0,0
23,115,0.00294,0.249387,0.003768,1.4000000000000001e-5,29,115,0.0031940000000000002,0.25109899999999996,0.0037619999999999997,1.4000000000000001e-5,21,98,0.005527000000000001,0.391642,0.007348,5.4000000000000005e-5,8
54,158,0.001033,0.159375,0.001415,2e-6,48,150,0.001038,0.149242,0.001482,2e-6,39,143,0.0017460000000000002,0.187657,0.0024519999999999998,6e-6,0
38,151,0.001309,0.17236300000000002,0.0017100000000000001,3e-6,30,103,0.005756,0.48317899999999997,0.007293000000000001,5.3e-5,30,75,0.007547,0.690908,0.009134,8.3e-5,9
41,145,0.001483,0.174048,0.001923,4e-6,49,138,0.0013570000000000001,0.17497000000000001,0.001703,3e-6,26,159,0.001685,0.181617,0.002001,4e-6,0
22,140,0.0029059999999999997,0.223088,0.003882,1.4999999999999999e-5,26,98,0.004862,0.466768,0.006155,3.8e-5,26,74,0.006185,0.5659770000000001,0.007529999999999999,5.6999999999999996e-5,9
21,107,0.0030789999999999997,0.24653699999999998,0.0038740000000000003,1.4999999999999999e-5,40,131,0.001999,0.21246500000000001,0.002357,6e-6,23,81,0.0033490000000000004,0.27526799999999996,0.004098,1.7e-5,0
85,182,4.55e-4,0.12491,5.780000000000001e-4,0,77,159,7.740000000000001e-4,0.143574,0.001083,1e-6,104,181,3.98e-4,0.134615,4.91e-4,0,0
38,139,0.0012109999999999998,0.15246300000000002,0.001482,2e-6,35,143,0.001505,0.173604,0.001902,4e-6,51,156,8.77e-4,0.131894,0.001184,1e-6,0
50,170,8.210000000000001e-4,0.15093499999999999,0.001006,1e-6,37,163,9.49e-4,0.14633,0.001159,1e-6,45,160,9.400000000000001e-4,0.16759200000000002,0.001145,1e-6,0
24,99,0.006135,0.442093,0.007819,6.1e-5,24,81,0.004714,0.43603100000000006,0.005677000000000001,3.2e-5,32,102,0.0048200000000000005,0.49029399999999995,0.006106,3.7e-5,8
88,174,4.13e-4,0.095675,5.5e-4,0,56,161,8.640000000000001e-4,0.14185699999999998,0.001111,1e-6,55,165,0.001126,0.156117,0.001605,3e-6,0
24,116,0.003064,0.277845,0.003919,1.4999999999999999e-5,19,75,0.008272,0.6758149999999999,0.009897,9.8e-5,34,109,0.003151,0.302177,0.00404,1.6e-5,2
115,182,4.11e-4,0.11732100000000001,6.03e-4,0,81,179,4.6699999999999997e-4,0.123293,5.9e-4,0,47,158,9.68e-4,0.161962,0.001183,1e-6,0
72,168,6.98e-4,0.144085,8.75e-4,1e-6,61,167,7.32e-4,0.138928,9.019999999999999e-4,1e-6,115,179,3.7999999999999997e-4,0.134099,4.88e-4,0,0
83,176,5.41e-4,0.14899300000000001,6.69e-4,0,84,171,4.8499999999999997e-4,0.129605,5.96e-4,0,88,179,5.099999999999999e-4,0.13551400000000002,6.48e-4,0,0
21,38,0.046449000000000004,2.887571,0.057343,0.003288,18,76,0.06357,3.987582,0.11087000000000001,0.012292,30,64,0.032298,2.960697,0.041783999999999995,0.0017460000000000002,1
35,118,0.002628,0.24384499999999998,0.00358,1.3000000000000001e-5,29,91,0.0043619999999999996,0.335077,0.005388,2.8999999999999997e-5,31,67,0.00839,0.738999,0.011403,1.3000000000000002e-4,7
66,163,6.42e-4,0.13156400000000001,8.07e-4,1e-6,37,161,0.001135,0.158859,0.001358,2e-6,76,186,5.99e-4,0.141002,7.73e-4,1e-6,0
60,178,5.7e-4,0.12200899999999999,7.099999999999999e-4,1e-6,85,185,4.5099999999999996e-4,0.117467,5.85e-4,0,76,179,5.51e-4,0.126167,7.04e-4,0,0
27,83,0.004744,0.435433,0.0061329999999999996,3.8e-5,32,83,0.007814,0.707372,0.010365000000000001,1.0700000000000001e-4,24,67,0.011703,1.0061579999999999,0.014697,2.1600000000000002e-4,1
55,165,7.73e-4,0.14116800000000002,9.58e-4,1e-6,46,145,0.001032,0.14851099999999998,0.001302,2e-6,62,160,8.22e-4,0.159,0.001029,1e-6,0
82,173,4.980000000000001e-4,0.12099800000000001,6.21e-4,0,95,181,4.7300000000000006e-4,0.135661,5.98e-4,0,54,169,6.2e-4,0.138639,7.4e-4,1e-6,0
34,130,0.001644,0.191695,0.0021,4e-6,24,85,0.005946,0.484091,0.007353,5.4000000000000005e-5,32,103,0.003544,0.392429,0.0045320000000000004,2.1e-5,2
65,172,7.75e-4,0.156226,9.92e-4,1e-6,55,172,8.039999999999999e-4,0.144057,9.76e-4,1e-6,114,194,5.08e-4,0.150371,6.730000000000001e-4,0,0
70,172,6.389999999999999e-4,0.130918,8.02e-4,1e-6,98,185,4.95e-4,0.137952,6.55e-4,0,93,168,5.62e-4,0.140901,7.4e-4,1e-6,0
79,184,4.59e-4,0.10864000000000001,5.85e-4,0,51,163,8.529999999999999e-4,0.13608299999999998,0.001048,1e-6,49,177,9.33e-4,0.15814,0.001143,1e-6,0
114,191,2.8e-4,0.099608,3.3999999999999997e-4,0,71,174,5.24e-4,0.12193299999999999,6.61e-4,0,54,176,8.6e-4,0.147758,0.001041,1e-6,0
26,104,0.003406,0.33787399999999995,0.00424,1.8e-5,32,93,0.0042049999999999995,0.42153100000000004,0.005369,2.8999999999999997e-5,30,97,0.00609,0.52865,0.007594,5.7999999999999994e-5,4
22,107,0.0036060000000000003,0.285132,0.004575,2.1e-5,27,79,0.0050609999999999995,0.406869,0.006252000000000001,3.9e-5,25,82,0.007148000000000001,0.511618,0.009023999999999999,8.1e-5,1
137,198,2.7e-4,0.109304,3.39e-4,0,66,183,6.21e-4,0.135218,7.72e-4,1e-6,59,174,6.72e-4,0.14841,8.269999999999999e-4,1e-6,0
26,114,0.002305,0.200535,0.00286,8e-6,44,117,0.0019,0.264542,0.002442,6e-6,27,97,0.004089,0.331599,0.00513,2.6000000000000002e-5,1
55,154,0.001467,0.187068,0.001964,4e-6,65,163,6.85e-4,0.136099,8.550000000000001e-4,1e-6,125,192,3.31e-4,0.131307,4.17e-4,0,0
20,119,0.0025670000000000003,0.23559499999999997,0.003246,1.1e-5,42,97,0.0032689999999999998,0.33945,0.004247,1.8e-5,27,77,0.006961,0.553057,0.008352,7e-5,6
28,88,0.004233,0.320992,0.005149,2.7000000000000002e-5,27,58,0.007618000000000001,0.5773520000000001,0.00972,9.4e-5,24,68,0.00713,0.641491,0.009034,8.2e-5,3
20,130,0.003182,0.250945,0.0037310000000000004,1.4000000000000001e-5,30,91,0.003657,0.35295,0.004488000000000001,2e-5,20,97,0.004924,0.427496,0.006239,3.9e-5,0
31,132,0.0023350000000000003,0.233636,0.002844,8e-6,31,102,0.004076,0.35977800000000004,0.005016,2.5e-5,28,75,0.006622,0.6313380000000001,0.008163,6.7e-5,8
45,122,0.0014210000000000002,0.196555,0.001952,4e-6,33,87,0.004804,0.443039,0.005956,3.5e-5,39,89,0.0053490000000000005,0.586597,0.006821,4.7e-5,7
41,121,0.001912,0.23975500000000002,0.00235,6e-6,20,69,0.009091,0.563658,0.012131999999999999,1.47e-4,29,112,0.0033439999999999998,0.30385300000000004,0.004275999999999999,1.8e-5,6
67,168,8.26e-4,0.147096,0.0010630000000000001,1e-6,54,170,6.44e-4,0.132919,7.67e-4,1e-6,85,175,5.059999999999999e-4,0.128173,6.519999999999999e-4,0,0
45,120,0.0017670000000000001,0.21584099999999998,0.002273,5e-6,39,117,0.0022760000000000002,0.21998,0.002896,8e-6,22,93,0.005334,0.438346,0.006953,4.8e-5,3
30,91,0.0045579999999999996,0.365728,0.006093,3.7e-5,24,58,0.016281,1.1750909999999999,0.022764,5.18e-4,25,83,0.008573,0.6313949999999999,0.011253,1.26e-4,5
27,106,0.003031,0.298456,0.003892,1.4999999999999999e-5,28,77,0.0041,0.408496,0.004889,2.4e-5,30,70,0.009966,0.9411809999999999,0.013105,1.71e-4,7
29,142,0.00213,0.186851,0.002778,8e-6,17,125,0.003863,0.205046,0.005282,2.8000000000000003e-5,33,132,0.0018579999999999998,0.224079,0.002507,6e-6,0
31,103,0.003288,0.33920500000000003,0.004318,1.9e-5,26,83,0.013019,0.8252079999999999,0.016872,2.8399999999999996e-4,28,81,0.016875,1.448222,0.020949000000000002,4.39e-4,7
28,92,0.004848,0.33625700000000003,0.006653,4.4e-5,30,113,0.0031030000000000003,0.329484,0.004358,1.9e-5,35,98,0.0049960000000000004,0.540862,0.006534000000000001,4.3e-5,3
75,173,5.53e-4,0.13122799999999998,6.940000000000001e-4,0,60,154,7.79e-4,0.14613199999999998,9.84e-4,1e-6,69,159,6.17e-4,0.13568,7.599999999999999e-4,1e-6,0
47,169,7.8e-4,0.139174,9.38e-4,1e-6,59,166,8.1e-4,0.144032,9.89e-4,1e-6,144,197,3.1800000000000003e-4,0.138908,4.04e-4,0,0
38,153,7.18e-4,0.10946099999999999,8.34e-4,1e-6,70,161,6.09e-4,0.129418,7.46e-4,1e-6,52,162,8.300000000000001e-4,0.14033800000000002,0.0010429999999999999,1e-6,0
40,123,0.002337,0.216125,0.003375,1.1e-5,34,72,0.005229,0.455192,0.0068,4.6e-5,20,69,0.010232999999999999,0.761332,0.012759999999999999,1.6299999999999998e-4,5
36,151,0.001326,0.168113,0.0015949999999999998,3e-6,30,94,0.005621,0.528161,0.007203,5.2000000000000004e-5,25,84,0.0066359999999999995,0.6075109999999999,0.008494,7.2e-5,9
57,140,9.56e-4,0.141576,0.001251,2e-6,57,170,8.13e-4,0.143318,9.77e-4,1e-6,45,146,0.001115,0.156872,0.001364,2e-6,0
23,81,0.004511,0.344887,0.005257,2.8000000000000003e-5,27,80,0.007469,0.677666,0.009276000000000001,8.6e-5,36,98,0.0037070000000000002,0.405405,0.005037,2.5e-5,2
31,110,0.003593,0.302962,0.004777,2.3e-5,22,87,0.006138,0.5473060000000001,0.007435,5.5e-5,34,70,0.008453,0.910795,0.010815,1.17e-4,7
150,196,2.3199999999999997e-4,0.10755999999999999,2.97e-4,0,101,192,4.4500000000000003e-4,0.131714,5.7e-4,0,129,193,3.52e-4,0.135258,4.5099999999999996e-4,0,0
77,154,3.91e-4,0.097332,4.8499999999999997e-4,0,69,184,5.89e-4,0.138472,7.32e-4,1e-6,83,168,4.2199999999999996e-4,0.11095,5.549999999999999e-4,0,0
29,120,0.0023469999999999997,0.248317,0.003036,9e-6,30,105,0.004828,0.444463,0.006638,4.4e-5,28,64,0.00646,0.598896,0.00842,7.099999999999999e-5,2
14,61,0.011146,0.61643,0.013969999999999998,1.94e-4,21,75,0.009424,0.787907,0.012023,1.45e-4,34,104,0.005625,0.599255,0.007078,5e-5,8
66,166,6.389999999999999e-4,0.137664,8.1e-4,1e-6,54,164,6.79e-4,0.12498800000000002,8.63e-4,1e-6,51,162,9.16e-4,0.157141,0.001146,1e-6,0
73,109,0.0076760000000000005,0.543093,0.013028,1.6999999999999999e-4,32,86,0.026151,1.9005299999999998,0.046166000000000006,0.002131,50,97,0.015744,0.9885,0.025227,6.360000000000001e-4,5
59,169,7.36e-4,0.14666400000000002,8.960000000000001e-4,1e-6,73,169,5.73e-4,0.121127,7.13e-4,1e-6,78,176,5.610000000000001e-4,0.13911300000000001,7.39e-4,1e-6,0
32,124,0.002752,0.250923,0.003454,1.2e-5,26,112,0.00298,0.292921,0.0038770000000000002,1.4999999999999999e-5,38,114,0.002274,0.234801,0.002849,8e-6,8
28,117,0.0022949999999999997,0.22405799999999998,0.0028469999999999997,8e-6,41,141,0.001257,0.150529,0.00162,3e-6,30,121,0.002207,0.226133,0.002826,8e-6,0
24,64,0.007534000000000001,0.514229,0.009888,9.8e-5,25,66,0.008739,0.666235,0.011207,1.26e-4,24,77,0.009478,0.751362,0.011977,1.43e-4,8
29,130,0.0031100000000000004,0.23136900000000002,0.0043939999999999995,1.9e-5,21,99,0.005252000000000001,0.40624499999999997,0.006966,4.9e-5,37,118,0.0033950000000000004,0.331497,0.00461,2.1e-5,8
74,165,5.22e-4,0.116228,6.78e-4,0,71,159,6.25e-4,0.121921,8.72e-4,1e-6,88,166,4.3799999999999997e-4,0.119524,6.42e-4,0,0
23,50,0.019053999999999998,1.310825,0.02576,6.64e-4,23,94,0.005571,0.497758,0.007631999999999999,5.7999999999999994e-5,24,110,0.005676,0.450743,0.007264,5.3e-5,8
95,178,4.71e-4,0.132609,5.86e-4,0,49,139,7.35e-4,0.140572,8.74e-4,1e-6,100,170,4.8499999999999997e-4,0.132298,6.389999999999999e-4,0,0
25,90,0.004564,0.345317,0.005425,2.8999999999999997e-5,22,93,0.006429000000000001,0.502049,0.008002,6.4e-5,29,95,0.00576,0.521403,0.007083,5e-5,4
26,92,0.005203,0.41751099999999997,0.006795000000000001,4.6e-5,30,80,0.005186,0.397368,0.006745999999999999,4.5e-5,30,107,0.005202,0.475709,0.006605,4.4e-5,8
21,94,0.00472,0.325829,0.006412,4.1e-5,33,88,0.004943,0.48071499999999995,0.006263,3.9e-5,21,65,0.009170000000000001,0.701599,0.011038,1.21e-4,7
29,148,0.001861,0.179259,0.0023989999999999997,6e-6,28,120,0.002497,0.211887,0.003698,1.4000000000000001e-5,32,139,0.002159,0.221933,0.003123,1e-5,0
29,140,0.002264,0.21645599999999998,0.002841,8e-6,27,92,0.003515,0.310625,0.004406,1.9e-5,23,93,0.006928,0.516958,0.009,8.1e-5,5
37,153,0.001394,0.174602,0.001744,3e-6,39,166,0.001013,0.151428,0.001236,2e-6,57,163,7.94e-4,0.146595,9.65e-4,1e-6,0
27,97,0.00412,0.31053800000000004,0.005298,2.8000000000000003e-5,29,100,0.004539,0.40931799999999996,0.005814,3.4e-5,28,59,0.007370999999999999,0.646356,0.00897,8e-5,7
49,161,9.17e-4,0.144744,0.001135,1e-6,79,166,5.480000000000001e-4,0.12416400000000001,6.76e-4,0,73,171,6.320000000000001e-4,0.135549,8.19e-4,1e-6,0
26,79,0.007047,0.572833,0.009281000000000001,8.6e-5,28,81,0.008002,0.8850100000000001,0.009935,9.9e-5,23,71,0.013235,1.0106,0.016314,2.66e-4,1
26,98,0.005429,0.462603,0.0070079999999999995,4.9e-5,40,97,0.0037409999999999995,0.412613,0.0048579999999999995,2.4e-5,31,96,0.0053549999999999995,0.506728,0.006667,4.4e-5,8
78,191,5.610000000000001e-4,0.12925999999999999,6.940000000000001e-4,0,39,141,9.97e-4,0.150304,0.001183,1e-6,93,178,4.89e-4,0.128072,6.17e-4,0,0
31,112,0.0020559999999999997,0.21187899999999998,0.0026609999999999997,7.000000000000001e-6,28,80,0.006065999999999999,0.51552,0.007684000000000001,5.9e-5,22,85,0.004152,0.325261,0.005717,3.3e-5,2
38,116,0.001917,0.223071,0.002484,6e-6,40,128,0.0021030000000000003,0.214871,0.002774,8e-6,21,82,0.006247,0.48475100000000004,0.007876000000000001,6.2e-5,3
29,110,0.003322,0.267703,0.0040100000000000005,1.6e-5,32,69,0.007784,0.667126,0.010329000000000001,1.0700000000000001e-4,22,93,0.006651000000000001,0.424368,0.008838,7.8e-5,5
61,180,7.62e-4,0.15192,9.51e-4,1e-6,62,173,6.66e-4,0.13694,8.410000000000001e-4,1e-6,51,156,0.001057,0.160138,0.00133,2e-6,0
51,160,0.001033,0.150275,0.001349,2e-6,70,171,6.56e-4,0.131469,8.49e-4,1e-6,89,187,4.88e-4,0.140076,6.129999999999999e-4,0,0
26,106,0.0025050000000000003,0.23693899999999998,0.003005,9e-6,29,80,0.00391,0.35286799999999996,0.0048850000000000005,2.4e-5,28,75,0.0053100000000000005,0.474285,0.006716,4.5e-5,2
87,174,5.08e-4,0.126288,6.64e-4,0,49,157,9.42e-4,0.152331,0.001153,1e-6,47,162,0.00093000000000000005,0.155103,0.0010949999999999998,1e-6,0
24,103,0.003632,0.291969,0.0045969999999999995,2.1e-5,25,76,0.005849,0.506497,0.00719,5.2000000000000004e-5,18,79,0.015203,1.2763229999999999,0.018119999999999997,3.28e-4,7
38,123,0.002997,0.281891,0.0039109999999999995,1.4999999999999999e-5,23,78,0.008186,0.6372760000000001,0.010742,1.1499999999999999e-4,20,75,0.011628,0.859823,0.014124000000000001,1.99e-4,9
75,165,8.42e-4,0.165517,0.0011220000000000002,1e-6,56,147,9.49e-4,0.15016400000000002,0.001248,2e-6,58,179,8.4e-4,0.166553,0.001042,1e-6,0
26,80,0.005928,0.513367,0.007333,5.4000000000000005e-5,28,79,0.008067,0.755131,0.009886,9.8e-5,31,101,0.004267,0.41706899999999997,0.005621,3.2e-5,2
72,180,4.99e-4,0.12492,6.09e-4,0,89,168,5.42e-4,0.116468,7.37e-4,1e-6,80,171,4.66e-4,0.12138299999999999,5.9e-4,0,0
29,148,0.001582,0.170254,0.0018969999999999998,4e-6,30,83,0.004796,0.47849899999999995,0.005949,3.5e-5,23,68,0.010234,0.774424,0.012478,1.55e-4,9
64,193,4.7599999999999997e-4,0.116596,5.85e-4,0,112,188,3.84e-4,0.120657,5.009999999999999e-4,0,50,171,6.65e-4,0.139153,7.78e-4,1e-6,0
35,133,0.002591,0.245767,0.0034049999999999996,1.2e-5,21,79,0.005703,0.45593500000000003,0.007195999999999999,5.2000000000000004e-5,21,57,0.012223000000000001,0.922974,0.015338,2.3500000000000002e-4,7
16,79,0.007729000000000001,0.44646499999999995,0.009455,8.9e-5,19,88,0.006581,0.49113999999999997,0.008535,7.3e-5,41,112,0.00405,0.43742,0.005853,3.4e-5,8
83,175,5.58e-4,0.139981,6.92e-4,0,81,179,5.639999999999999e-4,0.137924,6.86e-4,0,68,162,7.160000000000001e-4,0.138977,9.119999999999999e-4,1e-6,0
66,179,7.24e-4,0.13081800000000002,9.24e-4,1e-6,66,182,6.78e-4,0.13568,8.359999999999999e-4,1e-6,67,173,5.67e-4,0.130747,6.96e-4,0,0
27,116,0.0023350000000000003,0.21606399999999998,0.0028079999999999997,8e-6,28,71,0.0062369999999999995,0.661794,0.008283,6.9e-5,33,95,0.005543,0.617937,0.006696,4.5e-5,9
28,117,0.00301,0.28529099999999996,0.003934,1.4999999999999999e-5,30,90,0.004256,0.383623,0.005792,3.4e-5,28,109,0.00428,0.354441,0.005233,2.7000000000000002e-5,6
29,155,0.0014759999999999999,0.16297999999999999,0.001818,3e-6,42,128,0.001485,0.175352,0.0018390000000000001,3e-6,42,161,0.0011560000000000001,0.18068399999999998,0.001467,2e-6,0
116,186,2.83e-4,0.099454,3.63e-4,0,56,169,8.07e-4,0.154889,0.0010019999999999999,1e-6,105,189,4.34e-4,0.138243,5.679999999999999e-4,0,0
19,104,0.0029289999999999997,0.221083,0.003675,1.3000000000000001e-5,31,60,0.006123,0.534949,0.0074930000000000005,5.6000000000000006e-5,32,134,0.002073,0.220861,0.002641,7.000000000000001e-6,5
53,172,7.37e-4,0.132975,9.09e-4,1e-6,64,170,7.05e-4,0.141569,8.91e-4,1e-6,51,163,9.550000000000001e-4,0.149039,0.001222,1e-6,0
24,74,0.009706999999999999,0.732871,0.01291,1.65e-4,32,77,0.005777,0.5804239999999999,0.007114,5.1e-5,26,67,0.016423,1.259658,0.020982,4.4e-4,1
66,182,6.940000000000001e-4,0.13312100000000002,8.939999999999999e-4,1e-6,46,145,0.0010949999999999998,0.16666,0.001359,2e-6,70,173,6.259999999999999e-4,0.141218,7.63e-4,1e-6,0
21,99,0.006278,0.41568299999999997,0.008633,7.5e-5,30,91,0.005386,0.549702,0.006626000000000001,4.4e-5,23,75,0.011162,0.841727,0.014238999999999998,2.0299999999999997e-4,1
159,203,2.2799999999999999e-4,0.109,2.81e-4,0,69,163,6.08e-4,0.128111,7.769999999999999e-4,1e-6,84,187,5.5e-4,0.141737,6.97e-4,0,0
28,100,0.004485,0.398804,0.005509,2.9999999999999997e-5,30,55,0.008416,0.7522260000000001,0.010322,1.06e-4,31,64,0.009123000000000001,0.913522,0.010877,1.18e-4,4
26,99,0.0023870000000000002,0.23498200000000002,0.002913,8e-6,19,119,0.003322,0.27554,0.004252000000000001,1.8e-5,26,85,0.004277,0.398201,0.0054009999999999996,2.8999999999999997e-5,6
80,172,5.21e-4,0.13647,6.63e-4,0,52,149,8.39e-4,0.136524,0.0010810000000000001,1e-6,83,174,5.639999999999999e-4,0.136475,7.160000000000001e-4,1e-6,0
34,115,0.0032630000000000003,0.262806,0.00425,1.8e-5,25,95,0.005011,0.421444,0.006823999999999999,4.7e-5,41,108,0.004383,0.354202,0.005912,3.5e-5,5
22,71,0.007687,0.5935699999999999,0.009488,9e-5,24,99,0.006995,0.555937,0.008842000000000001,7.8e-5,21,75,0.014818000000000001,1.2071969999999999,0.019495,3.7999999999999997e-4,1
41,130,0.0028399999999999996,0.263758,0.004783,2.3e-5,57,122,0.010099,0.6116729999999999,0.019821000000000002,3.93e-4,61,144,0.0035789999999999997,0.31609899999999996,0.0063869999999999994,4.1e-5,6
38,110,0.002095,0.23060300000000003,0.002709,7.000000000000001e-6,25,92,0.003819,0.338404,0.004795000000000001,2.3e-5,28,88,0.00564,0.513058,0.007445,5.5e-5,6
28,88,0.003728,0.32004,0.004727,2.2e-5,27,83,0.00592,0.5005930000000001,0.007287,5.3e-5,27,55,0.011844,1.006673,0.014746,2.17e-4,3
23,112,0.003222,0.281281,0.004014,1.6e-5,28,80,0.006542,0.5808369999999999,0.008038,6.500000000000001e-5,36,72,0.008777,0.898518,0.012121,1.47e-4,7
30,106,0.0032259999999999997,0.29129299999999997,0.004013,1.6e-5,30,80,0.004077,0.368057,0.005328,2.8000000000000003e-5,33,101,0.005448,0.51261,0.007104999999999999,5e-5,8
38,91,0.003125,0.34879,0.003912,1.4999999999999999e-5,23,80,0.00805,0.6768569999999999,0.010261,1.05e-4,29,70,0.006263,0.568058,0.007897,6.2e-5,2
40,143,0.001411,0.186937,0.0016510000000000001,3e-6,39,167,8.28e-4,0.13967000000000002,0.001011,1e-6,38,144,0.001151,0.154514,0.001439,2e-6,0
39,133,0.001588,0.188201,0.00202,4e-6,30,111,0.003198,0.290698,0.004328,1.9e-5,23,80,0.006328,0.509768,0.007823,6.1e-5,5
54,172,7.85e-4,0.15075,9.32e-4,1e-6,40,133,0.00157,0.181173,0.001913,4e-6,47,155,0.001084,0.168607,0.001315,2e-6,0
32,127,0.0016170000000000002,0.197613,0.002059,4e-6,36,75,0.004665,0.424918,0.006032,3.6e-5,27,103,0.0034200000000000003,0.330725,0.0044729999999999995,2e-5,5
47,161,0.001281,0.18446300000000002,0.0016710000000000002,3e-6,56,144,0.001123,0.174558,0.001387,2e-6,38,140,0.0019140000000000001,0.19783599999999998,0.0027760000000000003,8e-6,0
62,162,7.99e-4,0.13775199999999999,0.001025,1e-6,58,177,6.41e-4,0.140812,7.9e-4,1e-6,140,201,3.05e-4,0.124714,3.93e-4,0,0
25,111,0.003423,0.265543,0.004156,1.7e-5,30,93,0.005452,0.51515,0.007647,5.7999999999999994e-5,31,82,0.008367,0.8470340000000001,0.009999,1e-4,7
39,114,0.002294,0.19863599999999998,0.002954,9e-6,47,131,0.0019030000000000002,0.218322,0.002625,7.000000000000001e-6,37,120,0.002166,0.22959000000000002,0.002711,7.000000000000001e-6,1
37,99,0.0025989999999999997,0.261544,0.0033770000000000002,1.1e-5,25,58,0.008723,0.6886399999999999,0.011019,1.21e-4,22,82,0.006776999999999999,0.490288,0.008619,7.4e-5,5
23,93,0.005321,0.352549,0.007981,6.4e-5,21,66,0.007476999999999999,0.523101,0.009285999999999999,8.6e-5,26,98,0.005738,0.43549899999999997,0.007462000000000001,5.6000000000000006e-5,5
25,112,0.002462,0.25094,0.0032630000000000003,1.1e-5,24,98,0.005086,0.430595,0.006626999999999999,4.4e-5,34,82,0.005847,0.525948,0.007956999999999999,6.3e-5,1
54,141,8.51e-4,0.153879,0.001073,1e-6,48,145,0.001052,0.18370999999999998,0.0013289999999999999,2e-6,46,152,0.001045,0.174657,0.001294,2e-6,0
27,95,0.003385,0.268477,0.00436,1.9e-5,23,84,0.007365999999999999,0.585665,0.009126,8.3e-5,24,78,0.008091,0.725986,0.010361,1.0700000000000001e-4,9
55,169,0.001006,0.14387,0.0012929999999999999,2e-6,48,167,9.98e-4,0.140154,0.001266,2e-6,45,164,0.001084,0.15323499999999998,0.001354,2e-6,0
81,181,5.97e-4,0.151073,7.5e-4,1e-6,48,148,0.001236,0.165675,0.001588,3e-6,45,125,0.002245,0.25345,0.003038,9e-6,0
80,172,4.08e-4,0.096981,5.480000000000001e-4,0,44,159,8.72e-4,0.14566800000000002,0.001068,1e-6,118,163,3.96e-4,0.132319,5.200000000000001e-4,0,0
74,159,5.33e-4,0.12725,6.59e-4,0,58,173,6.24e-4,0.126366,7.830000000000001e-4,1e-6,66,168,5.88e-4,0.123422,7.32e-4,1e-6,0
31,108,0.0033380000000000003,0.28842199999999996,0.004657,2.2e-5,19,88,0.004738,0.39555300000000004,0.005789,3.3e-5,25,80,0.006609,0.631961,0.008766,7.7e-5,6
64,161,0.001034,0.173778,0.001275,2e-6,46,169,6.96e-4,0.12705,8.37e-4,1e-6,116,188,3.59e-4,0.12957,4.42e-4,0,0
21,63,0.009578,0.6998840000000001,0.01185,1.4e-4,29,88,0.008008,0.6355109999999999,0.010065000000000001,1.01e-4,26,74,0.012264,0.9739549999999999,0.015372,2.36e-4,1
68,171,5.51e-4,0.115835,7.11e-4,1e-6,94,185,4.980000000000001e-4,0.125131,6.309999999999999e-4,0,60,194,8.28e-4,0.14849299999999999,0.001009,1e-6,0
136,201,2.3199999999999997e-4,0.09830599999999999,2.8700000000000004e-4,0,127,193,3.28e-4,0.117126,4.2300000000000004e-4,0,124,189,3.24e-4,0.12469200000000001,3.94e-4,0,0
23,88,0.00424,0.341492,0.005493,2.9999999999999997e-5,24,82,0.007572,0.638454,0.009967,9.9e-5,22,73,0.009208,0.656403,0.01146,1.31e-4,2
44,216,0.001448,0.252209,0.001691,3e-6,27,100,0.00648,0.66804,0.007893,6.2e-5,27,71,0.017188,1.456302,0.021457,4.5999999999999996e-4,7
66,180,6.389999999999999e-4,0.131925,7.85e-4,1e-6,63,179,6.51e-4,0.134246,8.07e-4,1e-6,64,172,6.38e-4,0.127434,7.89e-4,1e-6,0
27,129,0.002277,0.254332,0.0027760000000000003,8e-6,31,69,0.006314,0.6281100000000001,0.008190000000000001,6.7e-5,20,72,0.008860999999999999,0.631199,0.011087999999999999,1.23e-4,4
33,96,0.004573,0.32513000000000003,0.0066159999999999995,4.4e-5,19,79,0.008868000000000001,0.717611,0.011005,1.21e-4,28,78,0.009956,0.888175,0.012838999999999998,1.65e-4,7
64,174,6.08e-4,0.126737,7.63e-4,1e-6,64,151,7.700000000000001e-4,0.148173,9.73e-4,1e-6,74,177,5.36e-4,0.128456,6.940000000000001e-4,0,0
